"BehaviorSpace results (NetLogo 6.1.1)"
"complete.nlogo"
"experiment"
"03/10/2020 19:51:26:889 -0400"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-25","100","-25","30"
"[run number]","attacker-number-beach-a","defender-number-base-a","initial-number-attacking-b26","initial-number-defending-b26","initial-number-t33","initial-number-seaFury","attacker-number-beach-b","defender-number-base-b","show-health","defender-number-base-c","show-ammo","[step]","count turtles","count attackers","count defenders"
"10","15","200","9","11","5","5","15","200","false","100","false","508","533","4","499"
"7","15","200","6","11","5","5","15","200","false","100","false","935","504","1","476"
"14","15","200","13","11","5","5","15","200","false","100","false","170","564","30","500"
"11","15","200","10","11","5","5","15","200","false","100","false","354","530","1","498"
"16","15","200","15","11","5","5","15","200","false","100","false","81","565","29","500"
"12","15","200","11","11","5","5","15","200","false","100","false","322","545","13","500"
"13","15","200","12","11","5","5","15","200","false","100","false","177","563","30","500"
"15","15","200","14","11","5","5","15","200","false","100","false","140","555","20","500"
"7","15","200","6","11","5","5","15","200","false","100","false","936","504","1","476"
"10","15","200","9","11","5","5","15","200","false","100","false","509","533","4","499"
"11","15","200","10","11","5","5","15","200","false","100","false","355","530","1","498"
"14","15","200","13","11","5","5","15","200","false","100","false","171","564","30","500"
"12","15","200","11","11","5","5","15","200","false","100","false","323","545","13","500"
"16","15","200","15","11","5","5","15","200","false","100","false","82","565","29","500"
"7","15","200","6","11","5","5","15","200","false","100","false","937","504","1","476"
"13","15","200","12","11","5","5","15","200","false","100","false","178","563","30","500"
"15","15","200","14","11","5","5","15","200","false","100","false","141","555","20","500"
"10","15","200","9","11","5","5","15","200","false","100","false","510","533","4","499"
"11","15","200","10","11","5","5","15","200","false","100","false","356","530","1","498"
"7","15","200","6","11","5","5","15","200","false","100","false","938","504","1","476"
"12","15","200","11","11","5","5","15","200","false","100","false","324","545","13","500"
"14","15","200","13","11","5","5","15","200","false","100","false","172","564","30","500"
"16","15","200","15","11","5","5","15","200","false","100","false","83","565","29","500"
"10","15","200","9","11","5","5","15","200","false","100","false","511","533","4","499"
"15","15","200","14","11","5","5","15","200","false","100","false","142","555","20","500"
"13","15","200","12","11","5","5","15","200","false","100","false","179","563","30","500"
"11","15","200","10","11","5","5","15","200","false","100","false","357","530","1","498"
"7","15","200","6","11","5","5","15","200","false","100","false","939","504","1","476"
"12","15","200","11","11","5","5","15","200","false","100","false","325","545","13","500"
"10","15","200","9","11","5","5","15","200","false","100","false","512","533","4","499"
"14","15","200","13","11","5","5","15","200","false","100","false","173","564","30","500"
"15","15","200","14","11","5","5","15","200","false","100","false","143","555","20","500"
"16","15","200","15","11","5","5","15","200","false","100","false","84","565","29","500"
"13","15","200","12","11","5","5","15","200","false","100","false","180","563","30","500"
"7","15","200","6","11","5","5","15","200","false","100","false","940","504","1","476"
"11","15","200","10","11","5","5","15","200","false","100","false","358","530","1","498"
"10","15","200","9","11","5","5","15","200","false","100","false","513","533","4","499"
"12","15","200","11","11","5","5","15","200","false","100","false","326","545","13","500"
"15","15","200","14","11","5","5","15","200","false","100","false","144","555","20","500"
"14","15","200","13","11","5","5","15","200","false","100","false","174","564","30","500"
"16","15","200","15","11","5","5","15","200","false","100","false","85","565","29","500"
"13","15","200","12","11","5","5","15","200","false","100","false","181","563","30","500"
"7","15","200","6","11","5","5","15","200","false","100","false","941","504","1","476"
"11","15","200","10","11","5","5","15","200","false","100","false","359","530","1","498"
"10","15","200","9","11","5","5","15","200","false","100","false","514","533","4","499"
"12","15","200","11","11","5","5","15","200","false","100","false","327","545","13","500"
"15","15","200","14","11","5","5","15","200","false","100","false","145","555","20","500"
"14","15","200","13","11","5","5","15","200","false","100","false","175","564","30","500"
"16","15","200","15","11","5","5","15","200","false","100","false","86","565","29","500"
"13","15","200","12","11","5","5","15","200","false","100","false","182","563","30","500"
"7","15","200","6","11","5","5","15","200","false","100","false","942","504","1","476"
"11","15","200","10","11","5","5","15","200","false","100","false","360","530","1","498"
"10","15","200","9","11","5","5","15","200","false","100","false","515","533","4","499"
"12","15","200","11","11","5","5","15","200","false","100","false","328","545","13","500"
"7","15","200","6","11","5","5","15","200","false","100","false","943","504","1","476"
"15","15","200","14","11","5","5","15","200","false","100","false","146","555","20","500"
"14","15","200","13","11","5","5","15","200","false","100","false","176","564","30","500"
"16","15","200","15","11","5","5","15","200","false","100","false","87","565","29","500"
"13","15","200","12","11","5","5","15","200","false","100","false","183","563","30","500"
"11","15","200","10","11","5","5","15","200","false","100","false","361","530","1","498"
"10","15","200","9","11","5","5","15","200","false","100","false","516","533","4","499"
"12","15","200","11","11","5","5","15","200","false","100","false","329","545","13","500"
"7","15","200","6","11","5","5","15","200","false","100","false","944","504","1","476"
"15","15","200","14","11","5","5","15","200","false","100","false","147","555","20","500"
"14","15","200","13","11","5","5","15","200","false","100","false","177","564","30","500"
"11","15","200","10","11","5","5","15","200","false","100","false","362","530","1","498"
"13","15","200","12","11","5","5","15","200","false","100","false","184","563","30","500"
"16","15","200","15","11","5","5","15","200","false","100","false","88","565","29","500"
"10","15","200","9","11","5","5","15","200","false","100","false","517","533","4","499"
"7","15","200","6","11","5","5","15","200","false","100","false","945","504","1","476"
"12","15","200","11","11","5","5","15","200","false","100","false","330","545","13","500"
"15","15","200","14","11","5","5","15","200","false","100","false","148","555","20","500"
"11","15","200","10","11","5","5","15","200","false","100","false","363","530","1","498"
"14","15","200","13","11","5","5","15","200","false","100","false","178","564","30","500"
"13","15","200","12","11","5","5","15","200","false","100","false","185","563","30","500"
"16","15","200","15","11","5","5","15","200","false","100","false","89","565","29","500"
"10","15","200","9","11","5","5","15","200","false","100","false","518","533","4","499"
"7","15","200","6","11","5","5","15","200","false","100","false","946","504","1","476"
"12","15","200","11","11","5","5","15","200","false","100","false","331","545","13","500"
"15","15","200","14","11","5","5","15","200","false","100","false","149","555","20","500"
"11","15","200","10","11","5","5","15","200","false","100","false","364","530","1","498"
"14","15","200","13","11","5","5","15","200","false","100","false","179","564","30","500"
"13","15","200","12","11","5","5","15","200","false","100","false","186","563","30","500"
"7","15","200","6","11","5","5","15","200","false","100","false","947","504","1","476"
"16","15","200","15","11","5","5","15","200","false","100","false","90","565","29","500"
"10","15","200","9","11","5","5","15","200","false","100","false","519","533","4","499"
"12","15","200","11","11","5","5","15","200","false","100","false","332","545","13","500"
"11","15","200","10","11","5","5","15","200","false","100","false","365","530","1","498"
"15","15","200","14","11","5","5","15","200","false","100","false","150","555","20","500"
"7","15","200","6","11","5","5","15","200","false","100","false","948","504","1","476"
"13","15","200","12","11","5","5","15","200","false","100","false","187","563","30","500"
"14","15","200","13","11","5","5","15","200","false","100","false","180","564","30","500"
"10","15","200","9","11","5","5","15","200","false","100","false","520","533","4","499"
"16","15","200","15","11","5","5","15","200","false","100","false","91","565","29","500"
"12","15","200","11","11","5","5","15","200","false","100","false","333","545","13","500"
"11","15","200","10","11","5","5","15","200","false","100","false","366","530","1","498"
"7","15","200","6","11","5","5","15","200","false","100","false","949","504","1","476"
"15","15","200","14","11","5","5","15","200","false","100","false","151","555","20","500"
"10","15","200","9","11","5","5","15","200","false","100","false","521","533","4","499"
"13","15","200","12","11","5","5","15","200","false","100","false","188","563","30","500"
"14","15","200","13","11","5","5","15","200","false","100","false","181","564","30","500"
"16","15","200","15","11","5","5","15","200","false","100","false","92","565","29","500"
"7","15","200","6","11","5","5","15","200","false","100","false","950","504","1","476"
"12","15","200","11","11","5","5","15","200","false","100","false","334","545","13","500"
"11","15","200","10","11","5","5","15","200","false","100","false","367","530","1","498"
"15","15","200","14","11","5","5","15","200","false","100","false","152","555","20","500"
"10","15","200","9","11","5","5","15","200","false","100","false","522","533","4","499"
"13","15","200","12","11","5","5","15","200","false","100","false","189","563","30","500"
"14","15","200","13","11","5","5","15","200","false","100","false","182","564","30","500"
"16","15","200","15","11","5","5","15","200","false","100","false","93","565","29","500"
"11","15","200","10","11","5","5","15","200","false","100","false","368","530","1","498"
"7","15","200","6","11","5","5","15","200","false","100","false","951","504","1","476"
"12","15","200","11","11","5","5","15","200","false","100","false","335","545","13","500"
"10","15","200","9","11","5","5","15","200","false","100","false","523","533","4","499"
"15","15","200","14","11","5","5","15","200","false","100","false","153","555","20","500"
"13","15","200","12","11","5","5","15","200","false","100","false","190","563","30","500"
"14","15","200","13","11","5","5","15","200","false","100","false","183","564","30","500"
"11","15","200","10","11","5","5","15","200","false","100","false","369","530","1","498"
"16","15","200","15","11","5","5","15","200","false","100","false","94","564","28","500"
"7","15","200","6","11","5","5","15","200","false","100","false","952","504","1","476"
"12","15","200","11","11","5","5","15","200","false","100","false","336","545","13","500"
"10","15","200","9","11","5","5","15","200","false","100","false","524","533","4","499"
"15","15","200","14","11","5","5","15","200","false","100","false","154","555","20","500"
"13","15","200","12","11","5","5","15","200","false","100","false","191","563","30","500"
"11","15","200","10","11","5","5","15","200","false","100","false","370","530","1","498"
"14","15","200","13","11","5","5","15","200","false","100","false","184","564","30","500"
"7","15","200","6","11","5","5","15","200","false","100","false","953","504","1","476"
"16","15","200","15","11","5","5","15","200","false","100","false","95","562","26","500"
"10","15","200","9","11","5","5","15","200","false","100","false","525","533","4","499"
"12","15","200","11","11","5","5","15","200","false","100","false","337","545","13","500"
"15","15","200","14","11","5","5","15","200","false","100","false","155","555","20","500"
"11","15","200","10","11","5","5","15","200","false","100","false","371","530","1","498"
"7","15","200","6","11","5","5","15","200","false","100","false","954","504","1","476"
"13","15","200","12","11","5","5","15","200","false","100","false","192","563","30","500"
"14","15","200","13","11","5","5","15","200","false","100","false","185","564","30","500"
"16","15","200","15","11","5","5","15","200","false","100","false","96","561","25","500"
"10","15","200","9","11","5","5","15","200","false","100","false","526","533","4","499"
"12","15","200","11","11","5","5","15","200","false","100","false","338","545","13","500"
"7","15","200","6","11","5","5","15","200","false","100","false","955","504","1","476"
"11","15","200","10","11","5","5","15","200","false","100","false","372","530","1","498"
"15","15","200","14","11","5","5","15","200","false","100","false","156","555","20","500"
"13","15","200","12","11","5","5","15","200","false","100","false","193","563","30","500"
"14","15","200","13","11","5","5","15","200","false","100","false","186","564","30","500"
"10","15","200","9","11","5","5","15","200","false","100","false","527","533","4","499"
"16","15","200","15","11","5","5","15","200","false","100","false","97","561","25","500"
"12","15","200","11","11","5","5","15","200","false","100","false","339","545","13","500"
"7","15","200","6","11","5","5","15","200","false","100","false","956","504","1","476"
"11","15","200","10","11","5","5","15","200","false","100","false","373","530","1","498"
"15","15","200","14","11","5","5","15","200","false","100","false","157","555","20","500"
"13","15","200","12","11","5","5","15","200","false","100","false","194","563","30","500"
"14","15","200","13","11","5","5","15","200","false","100","false","187","564","30","500"
"10","15","200","9","11","5","5","15","200","false","100","false","528","532","3","499"
"16","15","200","15","11","5","5","15","200","false","100","false","98","561","25","500"
"7","15","200","6","11","5","5","15","200","false","100","false","957","504","1","476"
"12","15","200","11","11","5","5","15","200","false","100","false","340","545","13","500"
"11","15","200","10","11","5","5","15","200","false","100","false","374","530","1","498"
"15","15","200","14","11","5","5","15","200","false","100","false","158","555","20","500"
"10","15","200","9","11","5","5","15","200","false","100","false","529","531","2","499"
"13","15","200","12","11","5","5","15","200","false","100","false","195","563","30","500"
"7","15","200","6","11","5","5","15","200","false","100","false","958","504","1","476"
"14","15","200","13","11","5","5","15","200","false","100","false","188","564","30","500"
"16","15","200","15","11","5","5","15","200","false","100","false","99","561","25","500"
"12","15","200","11","11","5","5","15","200","false","100","false","341","545","13","500"
"11","15","200","10","11","5","5","15","200","false","100","false","375","530","1","498"
"15","15","200","14","11","5","5","15","200","false","100","false","159","555","20","500"
"10","15","200","9","11","5","5","15","200","false","100","false","530","531","2","499"
"7","15","200","6","11","5","5","15","200","false","100","false","959","504","1","476"
"13","15","200","12","11","5","5","15","200","false","100","false","196","563","30","500"
"14","15","200","13","11","5","5","15","200","false","100","false","189","564","30","500"
"11","15","200","10","11","5","5","15","200","false","100","false","376","530","1","498"
"12","15","200","11","11","5","5","15","200","false","100","false","342","545","13","500"
"16","15","200","15","11","5","5","15","200","false","100","false","100","561","25","500"
"15","15","200","14","11","5","5","15","200","false","100","false","160","555","20","500"
"7","15","200","6","11","5","5","15","200","false","100","false","960","504","1","476"
"10","15","200","9","11","5","5","15","200","false","100","false","531","531","2","499"
"13","15","200","12","11","5","5","15","200","false","100","false","197","563","30","500"
"11","15","200","10","11","5","5","15","200","false","100","false","377","530","1","498"
"14","15","200","13","11","5","5","15","200","false","100","false","190","564","30","500"
"12","15","200","11","11","5","5","15","200","false","100","false","343","545","13","500"
"16","15","200","15","11","5","5","15","200","false","100","false","101","561","25","500"
"7","15","200","6","11","5","5","15","200","false","100","false","961","503","1","475"
"10","15","200","9","11","5","5","15","200","false","100","false","532","531","2","499"
"15","15","200","14","11","5","5","15","200","false","100","false","161","555","20","500"
"11","15","200","10","11","5","5","15","200","false","100","false","378","530","1","498"
"13","15","200","12","11","5","5","15","200","false","100","false","198","563","30","500"
"14","15","200","13","11","5","5","15","200","false","100","false","191","564","30","500"
"12","15","200","11","11","5","5","15","200","false","100","false","344","545","13","500"
"16","15","200","15","11","5","5","15","200","false","100","false","102","561","25","500"
"7","15","200","6","11","5","5","15","200","false","100","false","962","501","1","473"
"10","15","200","9","11","5","5","15","200","false","100","false","533","531","2","499"
"15","15","200","14","11","5","5","15","200","false","100","false","162","555","20","500"
"11","15","200","10","11","5","5","15","200","false","100","false","379","530","1","498"
"13","15","200","12","11","5","5","15","200","false","100","false","199","563","30","500"
"14","15","200","13","11","5","5","15","200","false","100","false","192","564","30","500"
"7","15","200","6","11","5","5","15","200","false","100","false","963","501","1","473"
"16","15","200","15","11","5","5","15","200","false","100","false","103","561","25","500"
"12","15","200","11","11","5","5","15","200","false","100","false","345","545","13","500"
"10","15","200","9","11","5","5","15","200","false","100","false","534","531","2","499"
"15","15","200","14","11","5","5","15","200","false","100","false","163","555","20","500"
"11","15","200","10","11","5","5","15","200","false","100","false","380","530","1","498"
"7","15","200","6","11","5","5","15","200","false","100","false","964","501","1","473"
"13","15","200","12","11","5","5","15","200","false","100","false","200","563","30","500"
"14","15","200","13","11","5","5","15","200","false","100","false","193","564","30","500"
"10","15","200","9","11","5","5","15","200","false","100","false","535","530","1","499"
"12","15","200","11","11","5","5","15","200","false","100","false","346","545","13","500"
"16","15","200","15","11","5","5","15","200","false","100","false","104","561","25","500"
"11","15","200","10","11","5","5","15","200","false","100","false","381","530","1","498"
"15","15","200","14","11","5","5","15","200","false","100","false","164","555","20","500"
"7","15","200","6","11","5","5","15","200","false","100","false","965","501","1","473"
"10","15","200","9","11","5","5","15","200","false","100","false","536","530","1","499"
"14","15","200","13","11","5","5","15","200","false","100","false","194","564","30","500"
"13","15","200","12","11","5","5","15","200","false","100","false","201","563","30","500"
"12","15","200","11","11","5","5","15","200","false","100","false","347","545","13","500"
"16","15","200","15","11","5","5","15","200","false","100","false","105","561","25","500"
"11","15","200","10","11","5","5","15","200","false","100","false","382","530","1","498"
"15","15","200","14","11","5","5","15","200","false","100","false","165","555","20","500"
"7","15","200","6","11","5","5","15","200","false","100","false","966","500","1","472"
"10","15","200","9","11","5","5","15","200","false","100","false","537","530","1","499"
"14","15","200","13","11","5","5","15","200","false","100","false","195","564","30","500"
"13","15","200","12","11","5","5","15","200","false","100","false","202","563","30","500"
"12","15","200","11","11","5","5","15","200","false","100","false","348","545","13","500"
"11","15","200","10","11","5","5","15","200","false","100","false","383","530","1","498"
"16","15","200","15","11","5","5","15","200","false","100","false","106","561","25","500"
"7","15","200","6","11","5","5","15","200","false","100","false","967","498","1","470"
"15","15","200","14","11","5","5","15","200","false","100","false","166","555","20","500"
"10","15","200","9","11","5","5","15","200","false","100","false","538","530","1","499"
"11","15","200","10","11","5","5","15","200","false","100","false","384","530","1","498"
"13","15","200","12","11","5","5","15","200","false","100","false","203","563","30","500"
"14","15","200","13","11","5","5","15","200","false","100","false","196","564","30","500"
"12","15","200","11","11","5","5","15","200","false","100","false","349","545","13","500"
"7","15","200","6","11","5","5","15","200","false","100","false","968","497","1","469"
"16","15","200","15","11","5","5","15","200","false","100","false","107","561","25","500"
"15","15","200","14","11","5","5","15","200","false","100","false","167","555","20","500"
"10","15","200","9","11","5","5","15","200","false","100","false","539","530","1","499"
"7","15","200","6","11","5","5","15","200","false","100","false","969","494","1","466"
"11","15","200","10","11","5","5","15","200","false","100","false","385","530","1","498"
"12","15","200","11","11","5","5","15","200","false","100","false","350","545","13","500"
"14","15","200","13","11","5","5","15","200","false","100","false","197","564","30","500"
"13","15","200","12","11","5","5","15","200","false","100","false","204","563","30","500"
"16","15","200","15","11","5","5","15","200","false","100","false","108","561","25","500"
"15","15","200","14","11","5","5","15","200","false","100","false","168","555","20","500"
"10","15","200","9","11","5","5","15","200","false","100","false","540","530","1","499"
"7","15","200","6","11","5","5","15","200","false","100","false","970","490","1","462"
"11","15","200","10","11","5","5","15","200","false","100","false","386","530","1","498"
"12","15","200","11","11","5","5","15","200","false","100","false","351","545","13","500"
"14","15","200","13","11","5","5","15","200","false","100","false","198","564","30","500"
"13","15","200","12","11","5","5","15","200","false","100","false","205","563","30","500"
"15","15","200","14","11","5","5","15","200","false","100","false","169","555","20","500"
"16","15","200","15","11","5","5","15","200","false","100","false","109","561","25","500"
"7","15","200","6","11","5","5","15","200","false","100","false","971","489","0","462"
"10","15","200","9","11","5","5","15","200","false","100","false","541","530","1","499"
"11","15","200","10","11","5","5","15","200","false","100","false","387","530","1","498"
"12","15","200","11","11","5","5","15","200","false","100","false","352","545","13","500"
"14","15","200","13","11","5","5","15","200","false","100","false","199","564","30","500"
"13","15","200","12","11","5","5","15","200","false","100","false","206","563","30","500"
"15","15","200","14","11","5","5","15","200","false","100","false","170","555","20","500"
"16","15","200","15","11","5","5","15","200","false","100","false","110","561","25","500"
"10","15","200","9","11","5","5","15","200","false","100","false","542","530","1","499"
"11","15","200","10","11","5","5","15","200","false","100","false","388","530","1","498"
"12","15","200","11","11","5","5","15","200","false","100","false","353","545","13","500"
"14","15","200","13","11","5","5","15","200","false","100","false","200","564","30","500"
"15","15","200","14","11","5","5","15","200","false","100","false","171","555","20","500"
"10","15","200","9","11","5","5","15","200","false","100","false","543","528","1","497"
"13","15","200","12","11","5","5","15","200","false","100","false","207","563","30","500"
"16","15","200","15","11","5","5","15","200","false","100","false","111","561","25","500"
"11","15","200","10","11","5","5","15","200","false","100","false","389","530","1","498"
"12","15","200","11","11","5","5","15","200","false","100","false","354","545","13","500"
"15","15","200","14","11","5","5","15","200","false","100","false","172","555","20","500"
"14","15","200","13","11","5","5","15","200","false","100","false","201","564","30","500"
"11","15","200","10","11","5","5","15","200","false","100","false","390","530","1","498"
"13","15","200","12","11","5","5","15","200","false","100","false","208","563","30","500"
"10","15","200","9","11","5","5","15","200","false","100","false","544","527","1","496"
"16","15","200","15","11","5","5","15","200","false","100","false","112","561","25","500"
"11","15","200","10","11","5","5","15","200","false","100","false","391","530","1","498"
"15","15","200","14","11","5","5","15","200","false","100","false","173","555","20","500"
"14","15","200","13","11","5","5","15","200","false","100","false","202","564","30","500"
"10","15","200","9","11","5","5","15","200","false","100","false","545","526","1","495"
"13","15","200","12","11","5","5","15","200","false","100","false","209","563","30","500"
"16","15","200","15","11","5","5","15","200","false","100","false","113","561","25","500"
"12","15","200","11","11","5","5","15","200","false","100","false","355","545","13","500"
"10","15","200","9","11","5","5","15","200","false","100","false","546","525","1","494"
"17","15","200","16","11","5","5","15","200","false","100","false","0","567","30","500"
"15","15","200","14","11","5","5","15","200","false","100","false","174","555","20","500"
"12","15","200","11","11","5","5","15","200","false","100","false","356","545","13","500"
"14","15","200","13","11","5","5","15","200","false","100","false","203","564","30","500"
"16","15","200","15","11","5","5","15","200","false","100","false","114","561","25","500"
"11","15","200","10","11","5","5","15","200","false","100","false","392","530","1","498"
"10","15","200","9","11","5","5","15","200","false","100","false","547","525","1","494"
"13","15","200","12","11","5","5","15","200","false","100","false","210","563","30","500"
"17","15","200","16","11","5","5","15","200","false","100","false","1","567","30","500"
"15","15","200","14","11","5","5","15","200","false","100","false","175","555","20","500"
"12","15","200","11","11","5","5","15","200","false","100","false","357","545","13","500"
"10","15","200","9","11","5","5","15","200","false","100","false","548","524","1","493"
"11","15","200","10","11","5","5","15","200","false","100","false","393","530","1","498"
"14","15","200","13","11","5","5","15","200","false","100","false","204","564","30","500"
"16","15","200","15","11","5","5","15","200","false","100","false","115","561","25","500"
"13","15","200","12","11","5","5","15","200","false","100","false","211","563","30","500"
"15","15","200","14","11","5","5","15","200","false","100","false","176","555","20","500"
"17","15","200","16","11","5","5","15","200","false","100","false","2","567","30","500"
"10","15","200","9","11","5","5","15","200","false","100","false","549","524","1","493"
"11","15","200","10","11","5","5","15","200","false","100","false","394","530","1","498"
"12","15","200","11","11","5","5","15","200","false","100","false","358","545","13","500"
"14","15","200","13","11","5","5","15","200","false","100","false","205","564","30","500"
"16","15","200","15","11","5","5","15","200","false","100","false","116","561","25","500"
"13","15","200","12","11","5","5","15","200","false","100","false","212","563","30","500"
"15","15","200","14","11","5","5","15","200","false","100","false","177","555","20","500"
"17","15","200","16","11","5","5","15","200","false","100","false","3","567","30","500"
"10","15","200","9","11","5","5","15","200","false","100","false","550","523","1","492"
"11","15","200","10","11","5","5","15","200","false","100","false","395","530","1","498"
"12","15","200","11","11","5","5","15","200","false","100","false","359","545","13","500"
"14","15","200","13","11","5","5","15","200","false","100","false","206","564","30","500"
"16","15","200","15","11","5","5","15","200","false","100","false","117","561","25","500"
"13","15","200","12","11","5","5","15","200","false","100","false","213","563","30","500"
"15","15","200","14","11","5","5","15","200","false","100","false","178","555","20","500"
"10","15","200","9","11","5","5","15","200","false","100","false","551","522","1","491"
"11","15","200","10","11","5","5","15","200","false","100","false","396","530","1","498"
"17","15","200","16","11","5","5","15","200","false","100","false","4","567","30","500"
"12","15","200","11","11","5","5","15","200","false","100","false","360","545","13","500"
"14","15","200","13","11","5","5","15","200","false","100","false","207","564","30","500"
"16","15","200","15","11","5","5","15","200","false","100","false","118","561","25","500"
"13","15","200","12","11","5","5","15","200","false","100","false","214","563","30","500"
"10","15","200","9","11","5","5","15","200","false","100","false","552","522","1","491"
"15","15","200","14","11","5","5","15","200","false","100","false","179","555","20","500"
"11","15","200","10","11","5","5","15","200","false","100","false","397","530","1","498"
"17","15","200","16","11","5","5","15","200","false","100","false","5","567","30","500"
"12","15","200","11","11","5","5","15","200","false","100","false","361","545","13","500"
"14","15","200","13","11","5","5","15","200","false","100","false","208","564","30","500"
"16","15","200","15","11","5","5","15","200","false","100","false","119","561","25","500"
"10","15","200","9","11","5","5","15","200","false","100","false","553","522","1","491"
"13","15","200","12","11","5","5","15","200","false","100","false","215","563","30","500"
"15","15","200","14","11","5","5","15","200","false","100","false","180","555","20","500"
"11","15","200","10","11","5","5","15","200","false","100","false","398","530","1","498"
"12","15","200","11","11","5","5","15","200","false","100","false","362","545","13","500"
"17","15","200","16","11","5","5","15","200","false","100","false","6","567","30","500"
"10","15","200","9","11","5","5","15","200","false","100","false","554","522","1","491"
"14","15","200","13","11","5","5","15","200","false","100","false","209","564","30","500"
"16","15","200","15","11","5","5","15","200","false","100","false","120","561","25","500"
"13","15","200","12","11","5","5","15","200","false","100","false","216","563","30","500"
"11","15","200","10","11","5","5","15","200","false","100","false","399","530","1","498"
"15","15","200","14","11","5","5","15","200","false","100","false","181","555","20","500"
"12","15","200","11","11","5","5","15","200","false","100","false","363","545","13","500"
"17","15","200","16","11","5","5","15","200","false","100","false","7","567","30","500"
"10","15","200","9","11","5","5","15","200","false","100","false","555","522","1","491"
"14","15","200","13","11","5","5","15","200","false","100","false","210","564","30","500"
"11","15","200","10","11","5","5","15","200","false","100","false","400","530","1","498"
"16","15","200","15","11","5","5","15","200","false","100","false","121","561","25","500"
"15","15","200","14","11","5","5","15","200","false","100","false","182","555","20","500"
"13","15","200","12","11","5","5","15","200","false","100","false","217","563","30","500"
"10","15","200","9","11","5","5","15","200","false","100","false","556","522","1","491"
"12","15","200","11","11","5","5","15","200","false","100","false","364","545","13","500"
"11","15","200","10","11","5","5","15","200","false","100","false","401","530","1","498"
"17","15","200","16","11","5","5","15","200","false","100","false","8","567","30","500"
"14","15","200","13","11","5","5","15","200","false","100","false","211","564","30","500"
"15","15","200","14","11","5","5","15","200","false","100","false","183","555","20","500"
"16","15","200","15","11","5","5","15","200","false","100","false","122","561","25","500"
"13","15","200","12","11","5","5","15","200","false","100","false","218","563","30","500"
"10","15","200","9","11","5","5","15","200","false","100","false","557","522","1","491"
"12","15","200","11","11","5","5","15","200","false","100","false","365","545","13","500"
"11","15","200","10","11","5","5","15","200","false","100","false","402","530","1","498"
"15","15","200","14","11","5","5","15","200","false","100","false","184","555","20","500"
"14","15","200","13","11","5","5","15","200","false","100","false","212","564","30","500"
"17","15","200","16","11","5","5","15","200","false","100","false","9","567","30","500"
"16","15","200","15","11","5","5","15","200","false","100","false","123","561","25","500"
"13","15","200","12","11","5","5","15","200","false","100","false","219","563","30","500"
"10","15","200","9","11","5","5","15","200","false","100","false","558","522","1","491"
"12","15","200","11","11","5","5","15","200","false","100","false","366","545","13","500"
"11","15","200","10","11","5","5","15","200","false","100","false","403","530","1","498"
"15","15","200","14","11","5","5","15","200","false","100","false","185","555","20","500"
"14","15","200","13","11","5","5","15","200","false","100","false","213","564","30","500"
"17","15","200","16","11","5","5","15","200","false","100","false","10","567","30","500"
"10","15","200","9","11","5","5","15","200","false","100","false","559","522","1","491"
"16","15","200","15","11","5","5","15","200","false","100","false","124","561","25","500"
"13","15","200","12","11","5","5","15","200","false","100","false","220","563","30","500"
"12","15","200","11","11","5","5","15","200","false","100","false","367","545","13","500"
"11","15","200","10","11","5","5","15","200","false","100","false","404","530","1","498"
"15","15","200","14","11","5","5","15","200","false","100","false","186","555","20","500"
"10","15","200","9","11","5","5","15","200","false","100","false","560","522","1","491"
"14","15","200","13","11","5","5","15","200","false","100","false","214","564","30","500"
"17","15","200","16","11","5","5","15","200","false","100","false","11","567","30","500"
"16","15","200","15","11","5","5","15","200","false","100","false","125","561","25","500"
"13","15","200","12","11","5","5","15","200","false","100","false","221","563","30","500"
"11","15","200","10","11","5","5","15","200","false","100","false","405","530","1","498"
"12","15","200","11","11","5","5","15","200","false","100","false","368","545","13","500"
"10","15","200","9","11","5","5","15","200","false","100","false","561","522","1","491"
"15","15","200","14","11","5","5","15","200","false","100","false","187","555","20","500"
"14","15","200","13","11","5","5","15","200","false","100","false","215","564","30","500"
"17","15","200","16","11","5","5","15","200","false","100","false","12","567","30","500"
"16","15","200","15","11","5","5","15","200","false","100","false","126","561","25","500"
"13","15","200","12","11","5","5","15","200","false","100","false","222","563","30","500"
"11","15","200","10","11","5","5","15","200","false","100","false","406","530","1","498"
"12","15","200","11","11","5","5","15","200","false","100","false","369","545","13","500"
"10","15","200","9","11","5","5","15","200","false","100","false","562","522","1","491"
"15","15","200","14","11","5","5","15","200","false","100","false","188","555","20","500"
"14","15","200","13","11","5","5","15","200","false","100","false","216","564","30","500"
"16","15","200","15","11","5","5","15","200","false","100","false","127","561","25","500"
"11","15","200","10","11","5","5","15","200","false","100","false","407","530","1","498"
"17","15","200","16","11","5","5","15","200","false","100","false","13","567","30","500"
"13","15","200","12","11","5","5","15","200","false","100","false","223","563","30","500"
"12","15","200","11","11","5","5","15","200","false","100","false","370","545","13","500"
"10","15","200","9","11","5","5","15","200","false","100","false","563","522","1","491"
"15","15","200","14","11","5","5","15","200","false","100","false","189","555","20","500"
"11","15","200","10","11","5","5","15","200","false","100","false","408","530","1","498"
"14","15","200","13","11","5","5","15","200","false","100","false","217","564","30","500"
"16","15","200","15","11","5","5","15","200","false","100","false","128","561","25","500"
"17","15","200","16","11","5","5","15","200","false","100","false","14","567","30","500"
